"","id","realtime_start","realtime_end","title","observation_start","observation_end","frequency","frequency_short","units","units_short","seasonal_adjustment","seasonal_adjustment_short","last_updated","popularity","group_popularity","notes"
"804","CUURA209SAS","2023-12-17","2023-12-17","Consumer Price Index for All Urban Consumers: Services in St. Louis MO-IL (DISCONTINUED)","1966-12-01","1997-11-01","Monthly","M","Index 1982-1984=100","Index 1982-1984=100","Not Seasonally Adjusted","NSA","2013-08-30 09:01:25-05",1,1,NA
"805","CUURA422SAM","2023-12-17","2023-12-17","Consumer Price Index for All Urban Consumers: Medical Care in San Francisco-Oakland-Hayward, CA (CBSA)","1947-01-01","2023-10-01","Monthly","M","Index 1982-1984=100","Index 1982-1984=100","Not Seasonally Adjusted","NSA","2023-11-14 07:51:20-06",1,1,NA
"806","APU0100714232","2023-12-17","2023-12-17","Average Price: Tomatoes, Canned, Any Type, All Sizes (Cost per Pound/453.6 Grams) in the Northeast Census Region - Urban","1995-12-01","1997-09-01","Monthly","M","U.S. Dollars","U.S. $","Not Seasonally Adjusted","NSA","2019-07-29 09:34:39-05",1,1,"Average consumer prices are calculated for household fuel, motor fuel, and food items from prices collected for the Consumer Price Index (CPI). Average prices are best used to measure the price level in a particular month, not to measure price change over time. It is more appropriate to use CPI index values for the particular item categories to measure price change.

Prices, except for electricity, are collected monthly by BLS representatives in the 75 urban areas priced for the CPI. Electricity prices are collected for the BLS for the same 75 areas on a monthly basis by the Department of Energy using mail questionnaires. All fuel prices include applicable Federal, State, and local taxes; prices for natural gas and electricity also include fuel and purchased gas adjustments.

For more information, please visit the Bureau of Labor Statistics (https://www.bls.gov/cpi/factsheets/average-prices.htm)."
"807","CUSR0000SACL11","2023-12-17","2023-12-17","Consumer Price Index for All Urban Consumers: Commodities Less Food and Beverages in U.S. City Average","1967-01-01","2023-11-01","Monthly","M","Index 1982-1984=100","Index 1982-1984=100","Seasonally Adjusted","SA","2023-12-12 07:42:20-06",1,1,NA
"808","APU0300703425","2023-12-17","2023-12-17","Average Price: Steak, Rib Eye, USDA Choice, Boneless (Cost per Pound/453.6 Grams) in the South Census Region - Urban","1991-01-01","1997-12-01","Monthly","M","U.S. Dollars","U.S. $","Not Seasonally Adjusted","NSA","2019-07-29 09:35:08-05",1,1,"All USDA Choice, boneless rib eye steak, regardless of organic labeling, packaging size, or process state (fresh or frozen). Discontinued series, last published October 2001.

Average consumer prices are calculated for household fuel, motor fuel, and food items from prices collected for the Consumer Price Index (CPI). Average prices are best used to measure the price level in a particular month, not to measure price change over time. It is more appropriate to use CPI index values for the particular item categories to measure price change.

Prices, except for electricity, are collected monthly by BLS representatives in the 75 urban areas priced for the CPI. Electricity prices are collected for the BLS for the same 75 areas on a monthly basis by the Department of Energy using mail questionnaires. All fuel prices include applicable Federal, State, and local taxes; prices for natural gas and electricity also include fuel and purchased gas adjustments.

For more information, please visit the Bureau of Labor Statistics (https://www.bls.gov/cpi/factsheets/average-prices.htm)."
"809","DPCMRA3M086SBEA","2023-12-17","2023-12-17","Real personal consumption expenditures: Market-based (chain-type quantity index)","1987-01-01","2023-10-01","Monthly","M","Index 2017=100","Index 2017=100","Seasonally Adjusted","SA","2023-11-30 07:44:35-06",1,1,"BEA Account Code: DPCMRA
For more information about this series, please see http://www.bea.gov/national/."
"810","SUUR0000SAR","2023-12-17","2023-12-17","Chained Consumer Price Index for All Urban Consumers: Recreation in U.S. City Average","1999-12-01","2023-11-01","Monthly","M","Index Dec 1999=100","Index Dec 1999=100","Not Seasonally Adjusted","NSA","2023-12-12 07:42:20-06",1,1,NA
"811","APU0400702611","2023-12-17","2023-12-17","Average Price: Crackers, Soda, Salted (Cost per Pound/453.6 Grams) in the West Census Region - Urban","1980-01-01","1981-12-01","Monthly","M","U.S. Dollars","U.S. $","Not Seasonally Adjusted","NSA","2019-07-29 09:31:31-05",1,1,"Salted saltine crackers packaged in a box, regardless of flavor. Includes organic and non-organic. Discontinued series, last published October 2000.

Average consumer prices are calculated for household fuel, motor fuel, and food items from prices collected for the Consumer Price Index (CPI). Average prices are best used to measure the price level in a particular month, not to measure price change over time. It is more appropriate to use CPI index values for the particular item categories to measure price change.

Prices, except for electricity, are collected monthly by BLS representatives in the 75 urban areas priced for the CPI. Electricity prices are collected for the BLS for the same 75 areas on a monthly basis by the Department of Energy using mail questionnaires. All fuel prices include applicable Federal, State, and local taxes; prices for natural gas and electricity also include fuel and purchased gas adjustments.

For more information, please visit the Bureau of Labor Statistics (https://www.bls.gov/cpi/factsheets/average-prices.htm)."
"812","CUURA000SAES","2023-12-17","2023-12-17","Consumer Price Index for All Urban Consumers: Education and Communication Services in Size Class A","2009-12-01","2023-11-01","Monthly","M","Index Dec 2009=100","Index Dec 2009=100","Not Seasonally Adjusted","NSA","2023-12-12 07:42:29-06",1,1,NA
"813","PCU221210221210122","2023-12-17","2023-12-17","Producer Price Index by Industry: Natural Gas Distribution: Industrial Consumer","1990-12-01","2023-11-01","Monthly","M","Index Dec 1990=100","Index Dec 1990=100","Not Seasonally Adjusted","NSA","2023-12-13 07:57:05-06",1,1,NA
"814","APU0000717312","2023-12-17","2023-12-17","Average Price: Coffee, 100%, Ground Roast, 13.1-20 Ounce Can (Cost per Pound/453.6 Grams) in U.S. City Average","1980-01-01","1988-08-01","Monthly","M","U.S. Dollars","U.S. $","Not Seasonally Adjusted","NSA","2019-07-29 09:35:39-05",1,1,"100% ground coffee only in 13.1 - 20 oz. cans. Discontinued series, last published August 1988.

Average consumer prices are calculated for household fuel, motor fuel, and food items from prices collected for the Consumer Price Index (CPI). Average prices are best used to measure the price level in a particular month, not to measure price change over time. It is more appropriate to use CPI index values for the particular item categories to measure price change.

Prices, except for electricity, are collected monthly by BLS representatives in the 75 urban areas priced for the CPI. Electricity prices are collected for the BLS for the same 75 areas on a monthly basis by the Department of Energy using mail questionnaires. All fuel prices include applicable Federal, State, and local taxes; prices for natural gas and electricity also include fuel and purchased gas adjustments.

For more information, please visit the Bureau of Labor Statistics (https://www.bls.gov/cpi/factsheets/average-prices.htm)."
"815","CUURA213SA0","2023-12-17","2023-12-17","Consumer Price Index for All Urban Consumers: All Items in Cincinnati-Hamilton, OH-KY-IN (CMSA) (DISCONTINUED)","1917-12-01","1986-11-01","Monthly","M","Index 1982-1984=100","Index 1982-1984=100","Not Seasonally Adjusted","NSA","2013-08-08 15:51:13-05",1,1,NA
"816","CUURA422SAF","2023-12-17","2023-12-17","Consumer Price Index for All Urban Consumers: Food and Beverages in San Francisco-Oakland-Hayward, CA (CBSA)","1975-12-01","2023-10-01","Monthly","M","Index 1982-1984=100","Index 1982-1984=100","Not Seasonally Adjusted","NSA","2023-11-14 07:51:20-06",1,1,NA
"817","WPSFD41112","2023-12-17","2023-12-17","Producer Price Index by Commodity: Final Demand: Finished Consumer Foods, Processed","1973-01-01","2023-11-01","Monthly","M","Index 1982=100","Index 1982=100","Seasonally Adjusted","SA","2023-12-13 07:58:05-06",1,4,NA
"818","APUA42572511","2023-12-17","2023-12-17","Average Price: Fuel Oil #2 per Gallon (3.785 Liters) in Portland-Salem, OR-WA (CBSA)","1978-11-01","1986-12-01","Monthly","M","U.S. Dollars","U.S. $","Not Seasonally Adjusted","NSA","2019-07-29 09:31:06-05",1,1,"All fuel oil #2.

Average consumer prices are calculated for household fuel, motor fuel, and food items from prices collected for the Consumer Price Index (CPI). Average prices are best used to measure the price level in a particular month, not to measure price change over time. It is more appropriate to use CPI index values for the particular item categories to measure price change.

Prices, except for electricity, are collected monthly by BLS representatives in the 75 urban areas priced for the CPI. Electricity prices are collected for the BLS for the same 75 areas on a monthly basis by the Department of Energy using mail questionnaires. All fuel prices include applicable Federal, State, and local taxes; prices for natural gas and electricity also include fuel and purchased gas adjustments.

For more information, please visit the Bureau of Labor Statistics (https://www.bls.gov/cpi/factsheets/average-prices.htm)."
"819","CUURA425SA0","2023-12-17","2023-12-17","Consumer Price Index for All Urban Consumers: All Items in Portland-Salem, OR-WA (CMSA) (DISCONTINUED)","1914-12-01","1986-11-01","Monthly","M","Index 1982-1984=100","Index 1982-1984=100","Not Seasonally Adjusted","NSA","2013-08-08 16:06:10-05",1,4,NA
"820","SUUR0000SETG","2023-12-17","2023-12-17","Chained Consumer Price Index for All Urban Consumers: Public Transportation in U.S. City Average","1999-12-01","2023-11-01","Monthly","M","Index Dec 1999=100","Index Dec 1999=100","Not Seasonally Adjusted","NSA","2023-12-12 07:42:14-06",1,1,NA
"821","APUA10572610","2023-12-17","2023-12-17","Average Price: Electricity per Kilowatt-Hour in Buffalo-Niagara Falls, NY (CBSA)","1978-11-01","1986-12-01","Monthly","M","U.S. Dollars","U.S. $","Not Seasonally Adjusted","NSA","2019-07-29 09:34:58-05",1,1,"All electricity.

Average consumer prices are calculated for household fuel, motor fuel, and food items from prices collected for the Consumer Price Index (CPI). Average prices are best used to measure the price level in a particular month, not to measure price change over time. It is more appropriate to use CPI index values for the particular item categories to measure price change.

Prices, except for electricity, are collected monthly by BLS representatives in the 75 urban areas priced for the CPI. Electricity prices are collected for the BLS for the same 75 areas on a monthly basis by the Department of Energy using mail questionnaires. All fuel prices include applicable Federal, State, and local taxes; prices for natural gas and electricity also include fuel and purchased gas adjustments.

For more information, please visit the Bureau of Labor Statistics (https://www.bls.gov/cpi/factsheets/average-prices.htm)."
"822","CUURA101SEHF01","2023-12-17","2023-12-17","Consumer Price Index for All Urban Consumers: Electricity in New York-Newark-Jersey City, NY-NJ-PA (CBSA)","1971-05-01","2023-11-01","Monthly","M","Index 1982-1984=100","Index 1982-1984=100","Not Seasonally Adjusted","NSA","2023-12-12 07:41:57-06",1,1,NA
"823","WPUFD42311","2023-12-17","2023-12-17","Producer Price Index by Commodity: Final Demand: Trade of Personal Consumption Goods","2009-11-01","2023-11-01","Monthly","M","Index Nov 2009=100","Index Nov 2009=100","Not Seasonally Adjusted","NSA","2023-12-13 07:50:38-06",1,2,NA
"824","WPSFD413111","2023-12-17","2023-12-17","Producer Price Index by Commodity: Final Demand: Nondurable Consumer Goods Less Foods and Energy","1974-01-01","2023-11-01","Monthly","M","Index 1982=100","Index 1982=100","Seasonally Adjusted","SA","2023-12-13 07:53:37-06",1,2,NA
"825","APU0200703213","2023-12-17","2023-12-17","Average Price: Chuck Roast, USDA Choice, Boneless (Cost per Pound/453.6 Grams) in the Midwest Census Region - Urban","1989-01-01","2023-11-01","Monthly","M","U.S. Dollars","U.S. $","Not Seasonally Adjusted","NSA","2023-12-12 09:04:59-06",1,1,"Boneless, USDA Choice uncooked chuck roasts, regardless of cut. Includes organic, non-organic, fresh, and frozen.

Average consumer prices are calculated for household fuel, motor fuel, and food items from prices collected for the Consumer Price Index (CPI). Average prices are best used to measure the price level in a particular month, not to measure price change over time. It is more appropriate to use CPI index values for the particular item categories to measure price change.

Prices, except for electricity, are collected monthly by BLS representatives in the 75 urban areas priced for the CPI. Electricity prices are collected for the BLS for the same 75 areas on a monthly basis by the Department of Energy using mail questionnaires. All fuel prices include applicable Federal, State, and local taxes; prices for natural gas and electricity also include fuel and purchased gas adjustments.

For more information, please visit the Bureau of Labor Statistics (https://www.bls.gov/cpi/factsheets/average-prices.htm)."
"826","APU0000717411","2023-12-17","2023-12-17","Average Price: Coffee, Instant, Plain, 9.1-14 Ounces (Cost per 16 Ounces/453.6 Grams) in U.S. City Average","1980-01-01","1982-12-01","Monthly","M","U.S. Dollars","U.S. $","Not Seasonally Adjusted","NSA","2019-07-29 09:35:38-05",1,1,"Average consumer prices are calculated for household fuel, motor fuel, and food items from prices collected for the Consumer Price Index (CPI). Average prices are best used to measure the price level in a particular month, not to measure price change over time. It is more appropriate to use CPI index values for the particular item categories to measure price change.

Prices, except for electricity, are collected monthly by BLS representatives in the 75 urban areas priced for the CPI. Electricity prices are collected for the BLS for the same 75 areas on a monthly basis by the Department of Energy using mail questionnaires. All fuel prices include applicable Federal, State, and local taxes; prices for natural gas and electricity also include fuel and purchased gas adjustments.

For more information, please visit the Bureau of Labor Statistics (https://www.bls.gov/cpi/factsheets/average-prices.htm)."
"827","CUURA207SASL2RS","2023-12-17","2023-12-17","Consumer Price Index for All Urban Consumers: Services Less Rent of Shelter in Chicago-Naperville-Elgin, IL-IN-WI (CBSA)","1982-12-01","2023-11-01","Monthly","M","Index Dec 1982=100","Index Dec 1982=100","Not Seasonally Adjusted","NSA","2023-12-12 07:42:27-06",1,1,NA
"828","CUUR0100SEHA","2023-12-17","2023-12-17","Consumer Price Index for All Urban Consumers: Rent of Primary Residence in Northeast","1977-12-01","2023-11-01","Monthly","M","Index 1982-1984=100","Index 1982-1984=100","Not Seasonally Adjusted","NSA","2023-12-12 07:42:19-06",1,1,NA
"829","CWSR0000SAM2","2023-12-17","2023-12-17","Consumer Price Index for All Urban Wage Earners and Clerical Workers: Medical Care Services in U.S. City Average","1956-01-01","2023-11-01","Monthly","M","Index 1982-1984=100","Index 1982-1984=100","Seasonally Adjusted","SA","2023-12-12 07:41:32-06",1,1,NA
"830","CUURA423SAF11","2023-12-17","2023-12-17","Consumer Price Index for All Urban Consumers: Food at Home in Seattle-Tacoma-Bellevue WA (CBSA)","1953-01-01","2023-11-01","Monthly","M","Index 1982-1984=100","Index 1982-1984=100","Not Seasonally Adjusted","NSA","2023-12-12 07:41:43-06",1,1,NA
"831","CWUR0000SEHE","2023-12-17","2023-12-17","Consumer Price Index for All Urban Wage Earners and Clerical Workers: Fuel Oil and Other Fuels in U.S. City Average","1935-03-01","2023-11-01","Monthly","M","Index 1982-1984=100","Index 1982-1984=100","Not Seasonally Adjusted","NSA","2023-12-12 07:41:24-06",1,1,NA
"832","APU0100711211","2023-12-17","2023-12-17","Average Price: Bananas (Cost per Pound/453.6 Grams) in the Northeast Census Region - Urban","1980-01-01","2023-11-01","Monthly","M","U.S. Dollars","U.S. $","Not Seasonally Adjusted","NSA","2023-12-12 09:04:28-06",1,1,"All fresh traditional 1st quality yellow bananas. Includes organic and non-organic.

Average consumer prices are calculated for household fuel, motor fuel, and food items from prices collected for the Consumer Price Index (CPI). Average prices are best used to measure the price level in a particular month, not to measure price change over time. It is more appropriate to use CPI index values for the particular item categories to measure price change.

Prices, except for electricity, are collected monthly by BLS representatives in the 75 urban areas priced for the CPI. Electricity prices are collected for the BLS for the same 75 areas on a monthly basis by the Department of Energy using mail questionnaires. All fuel prices include applicable Federal, State, and local taxes; prices for natural gas and electricity also include fuel and purchased gas adjustments.

For more information, please visit the Bureau of Labor Statistics (https://www.bls.gov/cpi/factsheets/average-prices.htm)."
"833","CUSR0000SANL1","2023-12-17","2023-12-17","Consumer Price Index for All Urban Consumers: Nondurables Less Food in U.S. City Average","1989-01-01","2023-11-01","Monthly","M","Index 1982-1984=100","Index 1982-1984=100","Seasonally Adjusted","SA","2023-12-12 07:42:20-06",1,1,NA
"834","APU0100FD3101","2023-12-17","2023-12-17","Average Price: All Pork Chops (Cost per Pound/453.6 Grams) in the Northeast Census Region - Urban","1998-01-01","2023-11-01","Monthly","M","U.S. Dollars","U.S. $","Not Seasonally Adjusted","NSA","2023-12-12 09:04:57-06",1,1,"Bone-in, boneless, and semi-boneless pork chops, regardless of type, loin source, or processing state.

Average consumer prices are calculated for household fuel, motor fuel, and food items from prices collected for the Consumer Price Index (CPI). Average prices are best used to measure the price level in a particular month, not to measure price change over time. It is more appropriate to use CPI index values for the particular item categories to measure price change.

Prices, except for electricity, are collected monthly by BLS representatives in the 75 urban areas priced for the CPI. Electricity prices are collected for the BLS for the same 75 areas on a monthly basis by the Department of Energy using mail questionnaires. All fuel prices include applicable Federal, State, and local taxes; prices for natural gas and electricity also include fuel and purchased gas adjustments.

For more information, please visit the Bureau of Labor Statistics (https://www.bls.gov/cpi/factsheets/average-prices.htm)."
"835","APU0100706111","2023-12-17","2023-12-17","Average Price: Chicken, Fresh, Whole (Cost per Pound/453.6 Grams) in the Northeast Census Region - Urban","1980-01-01","2023-11-01","Monthly","M","U.S. Dollars","U.S. $","Not Seasonally Adjusted","NSA","2023-12-12 09:04:55-06",1,1,"Whole, fresh, boiler/fryer chickens. Includes organic, non-organic as well as other descriptive claims.

Average consumer prices are calculated for household fuel, motor fuel, and food items from prices collected for the Consumer Price Index (CPI). Average prices are best used to measure the price level in a particular month, not to measure price change over time. It is more appropriate to use CPI index values for the particular item categories to measure price change.

Prices, except for electricity, are collected monthly by BLS representatives in the 75 urban areas priced for the CPI. Electricity prices are collected for the BLS for the same 75 areas on a monthly basis by the Department of Energy using mail questionnaires. All fuel prices include applicable Federal, State, and local taxes; prices for natural gas and electricity also include fuel and purchased gas adjustments.

For more information, please visit the Bureau of Labor Statistics (https://www.bls.gov/cpi/factsheets/average-prices.htm)."
"836","CUURD200SA0","2023-12-17","2023-12-17","Consumer Price Index for All Urban Consumers: All Items in Midwest - Size Class D (DISCONTINUED)","1977-12-01","2017-12-01","Monthly","M","Index 1982-1984=100","Index 1982-1984=100","Not Seasonally Adjusted","NSA","2018-01-12 09:12:32-06",1,1,"This series was discontinued as a result of the introduction of a new geographic area sample for the Consumer Price Index. Information on the geographic revision is available at https://www.bls.gov/cpi/additional-resources/geographic-revision-2018.htm."
"837","APU0400712412","2023-12-17","2023-12-17","Average Price: Broccoli (Cost per Pound/453.6 Grams) in the West Census Region - Urban","1995-07-01","2018-04-01","Monthly","M","U.S. Dollars","U.S. $","Not Seasonally Adjusted","NSA","2019-07-29 09:34:02-05",1,1,"All fresh broccoli (organic and non-organic) expect cut broccoli florets.

Average consumer prices are calculated for household fuel, motor fuel, and food items from prices collected for the Consumer Price Index (CPI). Average prices are best used to measure the price level in a particular month, not to measure price change over time. It is more appropriate to use CPI index values for the particular item categories to measure price change.

Prices, except for electricity, are collected monthly by BLS representatives in the 75 urban areas priced for the CPI. Electricity prices are collected for the BLS for the same 75 areas on a monthly basis by the Department of Energy using mail questionnaires. All fuel prices include applicable Federal, State, and local taxes; prices for natural gas and electricity also include fuel and purchased gas adjustments.

For more information, please visit the Bureau of Labor Statistics (https://www.bls.gov/cpi/factsheets/average-prices.htm)."
"838","CUURA101SAS","2023-12-17","2023-12-17","Consumer Price Index for All Urban Consumers: Services in New York-Newark-Jersey City, NY-NJ-PA (CBSA)","1967-01-01","2023-11-01","Monthly","M","Index 1982-1984=100","Index 1982-1984=100","Not Seasonally Adjusted","NSA","2023-12-12 07:42:50-06",1,1,NA
"839","APU0000704211","2023-12-17","2023-12-17","Average Price: Chops, Center Cut, Bone-In (Cost per Pound/453.6 Grams) in U.S. City Average","1980-01-01","2023-11-01","Monthly","M","U.S. Dollars","U.S. $","Not Seasonally Adjusted","NSA","2023-12-12 09:04:54-06",1,1,"Fresh, frozen, and bone-in center cut chops regardless of type.

Average consumer prices are calculated for household fuel, motor fuel, and food items from prices collected for the Consumer Price Index (CPI). Average prices are best used to measure the price level in a particular month, not to measure price change over time. It is more appropriate to use CPI index values for the particular item categories to measure price change.

Prices, except for electricity, are collected monthly by BLS representatives in the 75 urban areas priced for the CPI. Electricity prices are collected for the BLS for the same 75 areas on a monthly basis by the Department of Energy using mail questionnaires. All fuel prices include applicable Federal, State, and local taxes; prices for natural gas and electricity also include fuel and purchased gas adjustments.

For more information, please visit the Bureau of Labor Statistics (https://www.bls.gov/cpi/factsheets/average-prices.htm)."
"840","APU0200FC4101","2023-12-17","2023-12-17","Average Price: All Uncooked Other Beef (Excluding Veal) (Cost per Pound/453.6 Grams) in the Midwest Census Region - Urban","1998-01-01","2023-11-01","Monthly","M","U.S. Dollars","U.S. $","Not Seasonally Adjusted","NSA","2023-12-12 09:05:05-06",1,1,"Uncooked beef that isn't ground, a roast, a steak, or veal, regardless of cut, grade, or processing state. Includes bone-in, boneless, organic, and non-organic.

Average consumer prices are calculated for household fuel, motor fuel, and food items from prices collected for the Consumer Price Index (CPI). Average prices are best used to measure the price level in a particular month, not to measure price change over time. It is more appropriate to use CPI index values for the particular item categories to measure price change.

Prices, except for electricity, are collected monthly by BLS representatives in the 75 urban areas priced for the CPI. Electricity prices are collected for the BLS for the same 75 areas on a monthly basis by the Department of Energy using mail questionnaires. All fuel prices include applicable Federal, State, and local taxes; prices for natural gas and electricity also include fuel and purchased gas adjustments.

For more information, please visit the Bureau of Labor Statistics (https://www.bls.gov/cpi/factsheets/average-prices.htm)."
"841","CWSR0000SAM","2023-12-17","2023-12-17","Consumer Price Index for All Urban Wage Earners and Clerical Workers: Medical Care in U.S. City Average","1947-01-01","2023-11-01","Monthly","M","Index 1982-1984=100","Index 1982-1984=100","Seasonally Adjusted","SA","2023-12-12 07:41:33-06",1,1,NA
"842","APUS49E74714","2023-12-17","2023-12-17","Average Price: Gasoline, Unleaded Regular (Cost per Gallon/3.785 Liters) in San Diego-Carlsbad, CA (CBSA)","1978-01-01","2023-11-01","Monthly","M","U.S. Dollars","U.S. $","Not Seasonally Adjusted","NSA","2023-12-12 09:04:30-06",1,1,"All unleaded regular gasoline.

Average consumer prices are calculated for household fuel, motor fuel, and food items from prices collected for the Consumer Price Index (CPI). Average prices are best used to measure the price level in a particular month, not to measure price change over time. It is more appropriate to use CPI index values for the particular item categories to measure price change.

Prices, except for electricity, are collected monthly by BLS representatives in the 75 urban areas priced for the CPI. Electricity prices are collected for the BLS for the same 75 areas on a monthly basis by the Department of Energy using mail questionnaires. All fuel prices include applicable Federal, State, and local taxes; prices for natural gas and electricity also include fuel and purchased gas adjustments.

For more information, please visit the Bureau of Labor Statistics (https://www.bls.gov/cpi/factsheets/average-prices.htm)."
"843","CUURA102SS47014","2023-12-17","2023-12-17","Consumer Price Index for All Urban Consumers: Gasoline, Unleaded Regular in Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (CBSA)","1976-01-01","2023-11-01","Monthly","M","Index 1982-1984=100","Index 1982-1984=100","Not Seasonally Adjusted","NSA","2023-12-12 07:41:55-06",1,1,NA
"844","IB001176M","2023-12-17","2023-12-17","Real Personal Consumption Expenditures Excluding Food, Energy, and Housing (Chain-Type Quantity Index)","1959-01-01","2023-10-01","Monthly","M","Index 2017=100","Index 2017=100","Seasonally Adjusted","SA","2023-11-30 07:50:04-06",1,1,"BEA Account Code: IB001176

For more information about this series, please see please visit the Guide to the National Income and Product Accounts of the United States (NIPA)  (https://www.bea.gov/resources/methodologies/nipa-handbook)."
"845","APU0400712111","2023-12-17","2023-12-17","Average Price: Potatoes, White (Cost per Pound/453.6 Grams) in the West Census Region - Urban","1980-01-01","1986-02-01","Monthly","M","U.S. Dollars","U.S. $","Not Seasonally Adjusted","NSA","2019-07-29 09:34:05-05",1,38,"Average consumer prices are calculated for household fuel, motor fuel, and food items from prices collected for the Consumer Price Index (CPI). Average prices are best used to measure the price level in a particular month, not to measure price change over time. It is more appropriate to use CPI index values for the particular item categories to measure price change.

Prices, except for electricity, are collected monthly by BLS representatives in the 75 urban areas priced for the CPI. Electricity prices are collected for the BLS for the same 75 areas on a monthly basis by the Department of Energy using mail questionnaires. All fuel prices include applicable Federal, State, and local taxes; prices for natural gas and electricity also include fuel and purchased gas adjustments.

For more information, please visit the Bureau of Labor Statistics (https://www.bls.gov/cpi/factsheets/average-prices.htm)."
"846","CUURA421SA0L1E","2023-12-17","2023-12-17","Consumer Price Index for All Urban Consumers: All Items Less Food and Energy in Los Angeles-Riverside-Orange County, CA (CMSA) (DISCONTINUED)","1982-01-01","2017-12-01","Monthly","M","Index 1982-1984=100","Index 1982-1984=100","Not Seasonally Adjusted","NSA","2018-01-12 09:11:25-06",1,1,"This series was discontinued as a result of the introduction of a new geographic area sample for the Consumer Price Index. Information on the geographic revision is available at https://www.bls.gov/cpi/additional-resources/geographic-revision-2018.htm."
"847","CUURA318SEHF01","2023-12-17","2023-12-17","Consumer Price Index for All Urban Consumers: Electricity in Houston-The Woodlands-Sugar Land, TX (CBSA)","1971-05-01","2023-11-01","Monthly","M","Index 1982-1984=100","Index 1982-1984=100","Not Seasonally Adjusted","NSA","2023-12-12 07:40:27-06",1,1,NA
"848","APU040074717","2023-12-17","2023-12-17","Average Price: Automotive Diesel Fuel (Cost per Gallon/3.785 Liters) in the West Census Region - Urban","1998-01-01","2023-11-01","Monthly","M","U.S. Dollars","U.S. $","Not Seasonally Adjusted","NSA","2023-12-12 09:04:49-06",1,1,"All automotive diesel fuel.

Average consumer prices are calculated for household fuel, motor fuel, and food items from prices collected for the Consumer Price Index (CPI). Average prices are best used to measure the price level in a particular month, not to measure price change over time. It is more appropriate to use CPI index values for the particular item categories to measure price change.

Prices, except for electricity, are collected monthly by BLS representatives in the 75 urban areas priced for the CPI. Electricity prices are collected for the BLS for the same 75 areas on a monthly basis by the Department of Energy using mail questionnaires. All fuel prices include applicable Federal, State, and local taxes; prices for natural gas and electricity also include fuel and purchased gas adjustments.

For more information, please visit the Bureau of Labor Statistics (https://www.bls.gov/cpi/factsheets/average-prices.htm)."
"849","APUA21272610","2023-12-17","2023-12-17","Average Price: Electricity per Kilowatt-Hour in Milwaukee-Racine, WI (CBSA)","1978-11-01","1986-12-01","Monthly","M","U.S. Dollars","U.S. $","Not Seasonally Adjusted","NSA","2019-07-29 09:31:21-05",1,1,"All electricity.

Average consumer prices are calculated for household fuel, motor fuel, and food items from prices collected for the Consumer Price Index (CPI). Average prices are best used to measure the price level in a particular month, not to measure price change over time. It is more appropriate to use CPI index values for the particular item categories to measure price change.

Prices, except for electricity, are collected monthly by BLS representatives in the 75 urban areas priced for the CPI. Electricity prices are collected for the BLS for the same 75 areas on a monthly basis by the Department of Energy using mail questionnaires. All fuel prices include applicable Federal, State, and local taxes; prices for natural gas and electricity also include fuel and purchased gas adjustments.

For more information, please visit the Bureau of Labor Statistics (https://www.bls.gov/cpi/factsheets/average-prices.htm)."
"850","CWUR0000SEHF","2023-12-17","2023-12-17","Consumer Price Index for All Urban Wage Earners and Clerical Workers: Energy Services in U.S. City Average","1935-03-01","2023-11-01","Monthly","M","Index 1982-1984=100","Index 1982-1984=100","Not Seasonally Adjusted","NSA","2023-12-12 07:41:24-06",1,1,NA
"851","WPSFD49512","2023-12-17","2023-12-17","Producer Price Index by Commodity: Final Demand: Personal Consumption Less Foods, Energy, and Distributive Services","2014-04-01","2023-11-01","Monthly","M","Index Apr 2014=100","Index Apr 2014=100","Seasonally Adjusted","SA","2023-12-13 07:53:14-06",1,2,NA
"852","CWSR0000SAM1","2023-12-17","2023-12-17","Consumer Price Index for All Urban Wage Earners and Clerical Workers: Medical Care Commodities in U.S. City Average","1967-01-01","2023-11-01","Monthly","M","Index 1982-1984=100","Index 1982-1984=100","Seasonally Adjusted","SA","2023-12-12 07:41:33-06",1,1,NA
"853","APU0100701311","2023-12-17","2023-12-17","Average Price: Rice, White, Long Grain, Precooked (Cost per Pound/453.6 Grams) in the Northeast Census Region - Urban","1980-01-01","1985-11-01","Monthly","M","U.S. Dollars","U.S. $","Not Seasonally Adjusted","NSA","2019-07-29 09:35:26-05",1,1,"Average consumer prices are calculated for household fuel, motor fuel, and food items from prices collected for the Consumer Price Index (CPI). Average prices are best used to measure the price level in a particular month, not to measure price change over time. It is more appropriate to use CPI index values for the particular item categories to measure price change.

Prices, except for electricity, are collected monthly by BLS representatives in the 75 urban areas priced for the CPI. Electricity prices are collected for the BLS for the same 75 areas on a monthly basis by the Department of Energy using mail questionnaires. All fuel prices include applicable Federal, State, and local taxes; prices for natural gas and electricity also include fuel and purchased gas adjustments.

For more information, please visit the Bureau of Labor Statistics (https://www.bls.gov/cpi/factsheets/average-prices.htm)."
"854","CUURA208SA0L2","2023-12-17","2023-12-17","Consumer Price Index for All Urban Consumers: All Items Less Shelter in Detroit-Warren-Dearborn, MI (CBSA)","1976-01-01","2023-10-01","Monthly","M","Index 1982-1984=100","Index 1982-1984=100","Not Seasonally Adjusted","NSA","2023-11-14 07:51:23-06",1,1,NA
